dna_ID,PC1,PC2,Ethnicity,Region
Trabzon21534,0.0166,-0.0283,Turkish,modern
LibyanJew1605,0.026,0.0123,Jew_Libyan,modern
BAS27,-0.0322,0.0368,Basque,modern
Cyprus21AJ19,0.0228,-0.0084,Cypriot,modern
TunisianJew1511,0.0248,0.0111,Jew_Tunisian,modern
Turkish9BA57,0.0095,-0.0305,Turkish,modern
Kayseri24075,0.0129,-0.0274,Turkish,modern
IraqiJew4291,0.0292,-0.0166,Jew_Iraqi,modern
ALB230,-0.0119,0.0028,Albanian,modern
Adana23108,0.0264,-0.0092,Turkish,modern
IranianJew1143,0.0294,-0.0223,Jew_Iranian,modern
MoroccanJew4683,0.0181,0.0074,Jew_Moroccan,modern
Balikesir16887,0.0041,-0.0293,Turkish_Balikesir,modern
IranianJew1832,0.0253,-0.0231,Jew_Iranian,modern
GeorgianJew1654,0.0239,-0.0258,Jew_Georgian,modern
BAS33,-0.0306,0.0365,Basque,modern
GeorgianJew1883,0.0215,-0.0281,Jew_Georgian,modern
LibyanJew1639,0.0285,0.0098,Jew_Libyan,modern
LibyanJew1659,0.0278,0.0159,Jew_Libyan,modern
Kayseri24266,0.0102,-0.0287,Turkish,modern
Balikesir16653,0.0064,-0.0365,Turkish_Balikesir,modern
Istanbul25095,-0.0141,-0.012,Turkish,modern
Aydin18112,0.0089,-0.0274,Turkish,modern
Kayseri24402,0.009,-0.0238,Turkish,modern
Istanbul25081,0.0033,-0.0229,Turkish,modern
Aydin18596,0.0048,-0.0344,Turkish,modern
Istanbul17778,0.0106,-0.0372,Turkish,modern
IraqiJew1430,0.0288,-0.0198,Jew_Iraqi,modern
Istanbul15781,-0.0048,-0.0092,Turkish,modern
Adana23136,0.0244,-0.0093,Turkish,modern
AshkenaziJew5788,0.0051,0.0022,Jew_Ashkenazi,modern
Adana23113,0.0147,-0.0389,Turkish,modern
Trabzon21575,0.0154,-0.0332,Turkish,modern
Aydin18636,0.0081,-0.028,Turkish,modern
Istanbul20040,0.0165,-0.0343,Turkish,modern
Balikesir16837,-8E-04,-0.0339,Ignore_Turkish_Balikesir(PCA_outlier_vs_rest),modern
Adana23144,0.0133,-0.0341,Turkish,modern
Kayseri23967,0.0113,-0.0314,Turkish,modern
IranianJew1845,0.0283,-0.023,Jew_Iranian,modern
Trabzon21174,0.0139,-0.0327,Turkish,modern
Aydin18873,0.0034,-0.0229,Turkish,modern
Kayseri23892,0.0136,-0.0261,Turkish,modern
Istanbul19185,0.0067,-0.0288,Turkish,modern
Istanbul25098,-0.0151,-0.0021,Turkish,modern
Adana23133,0.0155,-0.0238,Turkish,modern
Trabzon21515,0.0141,-0.027,Turkish,modern
Kayseri24032,0.0131,-0.0267,Turkish,modern
Kayseri23549,0.0142,-0.0303,Turkish,modern
Trabzon21544,0.0166,-0.0335,Turkish,modern
Adana23150,0.0041,-0.0217,Turkish,modern
Kayseri23271,0.0135,-0.0263,Turkish,modern
Trabzon21645,0.013,-0.0336,Turkish,modern
Adana23147,0.0179,-0.0139,Turkish,modern
Aydin18483,0.0083,-0.0393,Turkish,modern
Balikesir17006,0.0041,-0.0326,Turkish_Balikesir,modern
Aydin18419,0.0041,-0.0282,Turkish,modern
Kayseri24276,0.016,-0.0276,Turkish,modern
Istanbul19708,0.0102,-0.0364,Turkish,modern
Trabzon21173,0.0176,-0.0359,Turkish,modern
Adana23112,0.0117,-0.0281,Turkish,modern
Adana23117,0.0117,-0.0255,Turkish,modern
ANI152,-0.0441,0.042,Neolithic,balkan
ANI153,-0.0488,0.0427,Neolithic,balkan
ANI159-ANI181,-0.0104,0.0299,Neolithic,balkan
ANI160,-0.0342,0.0359,Neolithic,balkan
atp005.SG,-0.024,0.0548,Neolithic,mediterranean
CB13.SG,-0.0097,0.0521,Neolithic,mediterranean
CHA001_merged,-0.0145,0.0506,Neolithic,mediterranean
CHA002_merged,-0.0259,0.0491,Neolithic,mediterranean
CHA003_merged,-0.015,0.0544,Neolithic,mediterranean
CHA004.A0102,-0.0389,0.0483,Neolithic,mediterranean
DER002,0,0.0373,Neolithic,North Central
DER003,-0.0046,0.0401,Neolithic,North Central
DER004,-0.0136,0.0372,Neolithic,North Central
DER005,-7E-04,0.038,Neolithic,North Central
DER006,-7E-04,0.0366,Neolithic,North Central
DER007,0.0022,0.0373,Neolithic,North Central
DER009,-0.0015,0.0366,Neolithic,North Central
DER010,-0.0011,0.0364,Neolithic,North Central
DER011,-0.0029,0.0374,Neolithic,North Central
DER012,-0.0014,0.0342,Neolithic,North Central
DER013,0.0022,0.0384,Neolithic,North Central
DER014,-0.0059,0.0398,Neolithic,North Central
DER015,-0.0023,0.0413,Neolithic,North Central
DER017,-0.0162,0.0424,Neolithic,North Central
DER018,-0.0012,0.0356,Neolithic,North Central
DER019,-0.014,0.0414,Neolithic,North Central
DER020,-0.0224,0.0416,Neolithic,North Central
DER021,-0.0014,0.0386,Neolithic,North Central
DER022,0.0015,0.0357,Neolithic,North Central
DER023,0.0015,0.0347,Neolithic,North Central
DER024,0.0037,0.0399,Neolithic,North Central
DER026,-0.0045,0.0382,Neolithic,North Central
DER028,-0.0015,0.0366,Neolithic,North Central
DER030,-0.0088,0.0379,Neolithic,North Central
DER031,-0.0111,0.0332,Neolithic,North Central
DER032,-4E-04,0.033,Neolithic,North Central
DER033,7E-04,0.0382,Neolithic,North Central
DER034,-0.0011,0.0354,Neolithic,North Central
DER035,-0.0084,0.0374,Neolithic,North Central
DER036,0.0019,0.0326,Neolithic,North Central
DER037,-0.0161,0.0389,Neolithic,North Central
FUC003_merged,-0.0123,0.0495,Neolithic,mediterranean
HBS002,-0.0303,0.0441,Neolithic,North Central
HBS004,-0.019,0.0405,Neolithic,North Central
HBS005,-0.0263,0.0437,Neolithic,North Central
HBS006,-0.0068,0.0349,Neolithic,North Central
HBS007,-0.0157,0.0448,Neolithic,North Central
HBS008,-0.0166,0.0385,Neolithic,North Central
HBS009,-0.0078,0.0408,Neolithic,North Central
I0018,3E-04,0.0343,Neolithic,South Central
I0022,-0.0014,0.0376,Neolithic,South Central
I0025,-8E-04,0.036,Neolithic,South Central
I0026,0.0038,0.0361,Neolithic,South Central
I0046_published,-0.0011,0.0367,Neolithic,North Central
I0048_published,-0.0011,0.0322,Neolithic,North Central
I0054,-0.0026,0.0337,Neolithic,North Central
I0056,-0.0066,0.0461,Neolithic,North Central
I0057_published,-0.0109,0.038,Neolithic,North Central
I0100,-0.0016,0.0389,Neolithic,North Central
I0174,-0.0075,0.0441,Neolithic,South Central
I0176,-0.0271,0.0438,Neolithic,South Central
I0409,-0.0122,0.0541,Neolithic,mediterranean
I0410,-0.0108,0.0558,Neolithic,mediterranean
I0411,-0.035,0.0499,Neolithic,mediterranean
I0412,-0.0037,0.0489,Neolithic,mediterranean
I0413,-0.0113,0.0523,Neolithic,mediterranean
I0659_published,-0.0018,0.0372,Neolithic,North Central
I0698_published,0.0028,0.0367,Neolithic,balkan
I0700,-0.0348,0.0359,Neolithic,balkan
I0704_published,-0.0217,0.0384,Neolithic,balkan
I0706,-0.0191,0.0346,Neolithic,balkan
I0781,-0.0021,0.0309,Neolithic,balkan
I0785,-0.0264,0.0426,Neolithic,balkan
I0795,-0.0198,0.0449,Neolithic,North Central
I0797,-0.0211,0.0411,Neolithic,North Central
I0821_published,-0.0059,0.0393,Neolithic,North Central
I1108,-0.0345,0.0356,Neolithic,balkan
I1109,-0.0131,0.0389,Neolithic,balkan
I1113,-0.0314,0.0347,Neolithic,balkan
I1295,-0.0278,0.0367,Neolithic,balkan
I1296_published,-0.0421,0.0422,Neolithic,balkan
I1297,-0.0349,0.0425,Neolithic,balkan
I1298_published,-0.0219,0.0383,Neolithic,balkan
I1496,4E-04,0.0397,Neolithic,South Central
I1508,0.0072,0.0368,Neolithic,South Central
I1550_published,-0.001,0.0342,Neolithic,North Central
I1876,-0.0102,0.0417,Neolithic,South Central
I1878_published,-0.0031,0.0378,Neolithic,South Central
I1880,0.0034,0.0374,Neolithic,South Central
I1882,-0.0146,0.039,Neolithic,South Central
I1883,-0.0318,0.0471,Neolithic,South Central
I1904,0.0036,0.0337,Neolithic,South Central
I1972,-0.0122,0.0497,Neolithic,mediterranean
I2005_published,-0.0465,0.0493,Neolithic,North Central
I2008_published,-0.0322,0.0492,Neolithic,North Central
I2014,-0.043,0.0477,Neolithic,North Central
I2016_published,-0.0394,0.0453,Neolithic,North Central
I2017_published,-0.0393,0.0484,Neolithic,North Central
I2020,-0.0285,0.0439,Neolithic,North Central
I2021_published,-0.0457,0.0483,Neolithic,North Central
I2022,-0.0415,0.0501,Neolithic,North Central
I2026_published,-0.0289,0.0416,Neolithic,North Central
I2029_published,-0.0168,0.0418,Neolithic,North Central
I2030_published,-0.0071,0.0358,Neolithic,North Central
I2032_published,-0.0185,0.0415,Neolithic,North Central
I2036_published,-0.0062,0.0363,Neolithic,North Central
I2037_published,-0.0216,0.047,Neolithic,North Central
I2038_published,-0.0113,0.0446,Neolithic,North Central
I2181_published,-0.0459,0.0313,Neolithic,balkan
I2199,-0.0128,0.0535,Neolithic,mediterranean
I2215_published,-0.0363,0.0324,Neolithic,balkan
I2216_published,-0.0299,0.0441,Neolithic,balkan
I2355,-0.0116,0.0399,Neolithic,South Central
I2357,-0.0159,0.0421,Neolithic,South Central
I2373,-0.0173,0.0393,Neolithic,South Central
I2374,-0.0377,0.0479,Neolithic,South Central
I2423,-0.0037,0.0335,Neolithic,balkan
I2424,-0.0048,0.0287,Neolithic,balkan
I2425,-0.0178,0.0314,Neolithic,balkan
I2426_published,-0.0424,0.0463,Neolithic,balkan
I2427,-0.0013,0.0289,Neolithic,balkan
I2430,-0.0062,0.029,Neolithic,balkan
I2431,-0.0065,0.0306,Neolithic,balkan
I2509,-1E-04,0.0337,Neolithic,balkan
I2519,0.0035,0.0268,Neolithic,balkan
I2521,0.0043,0.0343,Neolithic,balkan
I2526,-0.0016,0.0365,Neolithic,balkan
I2529_published,0.0024,0.0269,Neolithic,balkan
I2532,0.0053,0.0345,Neolithic,balkan
I2533,0.0033,0.0386,Neolithic,balkan
I2739_published,0.0031,0.0365,Neolithic,South Central
I2794,0.0068,0.0396,Neolithic,South Central
I2937_all,0.0046,0.0324,Neolithic,balkan
I3209,-0.0666,0.0448,Mesolithic,HG
I3498,0.0065,0.0335,Neolithic,balkan
I3536,-0.0379,0.0478,Neolithic,South Central
I3708,0.009,0.0295,Neolithic,balkan
I3879,-0.0114,0.0424,Neolithic,balkan
I4062,-0.0027,0.0359,Neolithic,mediterranean
I4063,-0.0067,0.0408,Neolithic,mediterranean
I4064,-0.0031,0.041,Neolithic,mediterranean
I4065,-0.011,0.0381,Neolithic,mediterranean
I4088,-0.0067,0.0343,Neolithic,balkan
I4167,-0.0323,0.0451,Neolithic,balkan
I4168,-0.0126,0.0411,Neolithic,balkan
I4181,-0.0477,0.05,Neolithic,South Central
I4196,0.0029,0.0347,Neolithic,South Central
I4972,-0.051,0.0452,Neolithic,South Central
I5068,-0.0048,0.0399,Neolithic,South Central
I5069,0.0022,0.0366,Neolithic,South Central
I5070,2E-04,0.0357,Neolithic,South Central
I5071,-9E-04,0.0365,Neolithic,balkan
I5072,0.0021,0.0431,Neolithic,balkan
I5077,0.0042,0.0384,Neolithic,balkan
I5078,0.0021,0.0391,Neolithic,balkan
I5204,-0.0016,0.0382,Neolithic,South Central
I5205,5E-04,0.0347,Neolithic,South Central
I5206,1E-04,0.0361,Neolithic,South Central
I5207,2E-04,0.0388,Neolithic,South Central
I5208,0.0032,0.0378,Neolithic,South Central
I5427,0.0089,0.0349,Neolithic,balkan
I6912_all_published,-0.042,0.0401,Neolithic,South Central
I6913_published,-0.0541,0.0469,Neolithic,South Central
I7550,-0.023,0.0521,Neolithic,mediterranean
I8130,-0.0628,0.0459,Mesolithic,HG
I8134,-0.0183,0.0558,Neolithic,mediterranean
I10942,-0.0184,0.0495,Neolithic,mediterranean
Klei10.SG,0.0075,0.0281,Neolithic,balkan
LON003,-0.0171,0.0555,Neolithic,mediterranean
MA79,-0.0133,0.0538,Neolithic,mediterranean
mur.SG,-0.0118,0.0506,Neolithic,mediterranean
NE1.SG,-0.0032,0.0357,Neolithic,South Central
NE6.SG,0,0.0396,Neolithic,South Central
NOE001,-0.0437,0.0512,Neolithic,mediterranean
NOE002,-0.0375,0.0504,Neolithic,mediterranean
Pal7.SG,0.0036,0.032,Neolithic,balkan
R2.SG,0.0024,0.0369,Neolithic,mediterranean
R3.SG,0.0022,0.0363,Neolithic,mediterranean
R6.SG,-0.0198,0.0513,Neolithic,mediterranean
R8.SG,9E-04,0.0331,Neolithic,mediterranean
R9.SG,0.0063,0.0345,Neolithic,mediterranean
R10.SG,0.0024,0.0321,Neolithic,mediterranean
R16.SG,-0.0061,0.0367,Neolithic,mediterranean
R17.SG,-0.0073,0.0379,Neolithic,mediterranean
R18.SG,-6E-04,0.0339,Neolithic,mediterranean
R19.SG,-0.0031,0.0328,Neolithic,mediterranean
R1014.SG,-0.0122,0.0438,Neolithic,mediterranean
SCH001,-0.0303,0.0423,Neolithic,South Central
SCH004,-0.0447,0.0441,Neolithic,South Central
SCH007,-0.0219,0.0382,Neolithic,South Central
SCH009,-0.0066,0.0374,Neolithic,South Central
SCH010,-0.0042,0.0408,Neolithic,South Central
SCH011,-0.0389,0.0467,Neolithic,South Central
SCH014,-0.0037,0.0333,Neolithic,South Central
SCH015,-0.0374,0.0444,Neolithic,South Central
SCH016,-0.0046,0.0358,Neolithic,South Central
SCH018,-0.0373,0.0468,Neolithic,South Central
SID005,-0.0269,0.0525,Neolithic,mediterranean
SMH004,-0.0046,0.0373,Neolithic,South Central
TOR.6.SG,-0.0222,0.0524,Neolithic,mediterranean
TOR.7.SG,-0.0359,0.0491,Neolithic,mediterranean
TOR.8.SG,-0.0258,0.0489,Neolithic,mediterranean
TOR.11.SG,-0.0376,0.0484,Neolithic,mediterranean
XN164,-0.0036,0.037,Neolithic,South Central
XN165,8E-04,0.0329,Neolithic,South Central
XN166,-0.0024,0.0389,Neolithic,South Central
XN167,6E-04,0.0349,Neolithic,South Central
XN168,-0.0101,0.0367,Neolithic,South Central
XN169,-0.0011,0.0375,Neolithic,South Central
XN170,-0.0068,0.0398,Neolithic,South Central
XN171,-0.0019,0.0359,Neolithic,South Central
XN172,-0.0048,0.0367,Neolithic,South Central
XN173,-0.0163,0.0393,Neolithic,South Central
XN174,-0.0093,0.0358,Neolithic,South Central
XN175,-7E-04,0.0357,Neolithic,South Central
XN178,-0.0329,0.0424,Neolithic,South Central
XN180,-0.0156,0.0371,Neolithic,South Central
XN182,-0.0198,0.0389,Neolithic,South Central
XN183,-0.0255,0.0424,Neolithic,South Central
XN188,-0.0094,0.0392,Neolithic,South Central
XN191,-0.0441,0.0415,Neolithic,South Central
XN205,-0.0289,0.0418,Neolithic,South Central
XN206,-0.0429,0.0419,Neolithic,South Central
XN207,-0.0152,0.0455,Neolithic,South Central
XN211,-0.0311,0.0375,Neolithic,South Central
XN215,-0.0394,0.0421,Neolithic,South Central
XN224,-0.0398,0.0457,Neolithic,South Central
XN225,-0.0172,0.0378,Neolithic,South Central
BAL051_merged,-0.0789,0.0553,Mesolithic,HG
Bar8.SG,0.0051,0.0282,Neolithic,anatoliaEF
Bar31.SG,0.0069,0.0301,Neolithic,anatoliaEF
Bichon.SG,-0.0944,0.0665,Mesolithic,HG
Chan.SG,-0.069,0.0492,Mesolithic,HG
CMS001_merged,-0.0731,0.0491,Mesolithic,HG
I0585,-0.0775,0.0534,Mesolithic,HG
I0707,0.0091,0.0315,Neolithic,anatoliaEF
I0708,0.0089,0.02,Neolithic,anatoliaEF
I0709,0.0068,0.033,Neolithic,anatoliaEF
I0736,0.0083,0.0326,Neolithic,anatoliaEF
I0744,0.0098,0.031,Neolithic,anatoliaEF
I0745,0.0083,0.031,Neolithic,anatoliaEF
I0854_published,0.0057,0.0348,Neolithic,anatoliaEF
I1096,0.0052,0.0295,Neolithic,anatoliaEF
I1097,0.0066,0.0341,Neolithic,anatoliaEF
I1098,0.0073,0.0278,Neolithic,anatoliaEF
I1099,0.0019,0.0318,Neolithic,anatoliaEF
I1100,-0.0037,0.0388,Neolithic,anatoliaEF
I1101,0.007,0.0344,Neolithic,anatoliaEF
I1102,0.0029,0.0328,Neolithic,anatoliaEF
I1103,0.0079,0.0246,Neolithic,anatoliaEF
I1579_published,0.0051,0.0334,Neolithic,anatoliaEF
I1580_published,0.0072,0.0329,Neolithic,anatoliaEF
I1581_published,0.0107,0.0377,Neolithic,anatoliaEF
I1583_published,0.008,0.0351,Neolithic,anatoliaEF
I1875,-0.0932,0.0634,Mesolithic,HG
I2158_published,-0.0975,0.0741,Mesolithic,HG
Iboussieres25-1,-0.0863,0.0572,Mesolithic,HG
PER503.SG,-0.0946,0.0686,Mesolithic,HG
PER3023.SG,-0.0963,0.0693,Mesolithic,HG
PER3123.SG,-0.0966,0.0666,Mesolithic,HG
R7.SG,-0.1005,0.0772,Mesolithic,HG
R11.SG,-0.0991,0.0786,Mesolithic,HG
R15.SG,-0.1005,0.0809,Mesolithic,HG
Ranchot88_published_d,-0.0968,0.0718,Mesolithic,HG
Rochedane_published,-0.0879,0.0597,Mesolithic,HG
Villabruna,-0.0937,0.07,Mesolithic,HG